veiculo_id,serie,camada,competencia,saldo_inicial,juros_programados,amortizacao_programada,saldo_final,juros_pagos_realizado,amortizacao_paga_realizada,status,fonte_id,status_dado,nota_metodo
CRI_K1,Série 1,Super Sênior,2024-02-01,n/d,n/d,n/d,361247230.83,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados. Saldo inicial da primeira competência permanece n/d; Total_Integralizado não foi usado como saldo corrente."
CRI_K1,Série 1,Super Sênior,2024-03-01,361247230.83,n/d,n/d,363704321.79,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-04-01,363704321.79,n/d,n/d,n/d,3146086.76,11836779.16,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-05-01,n/d,n/d,n/d,n/d,3213293.26,16848305.58,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-06-01,n/d,n/d,n/d,n/d,2773603.16,16469119.55,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-07-01,n/d,n/d,n/d,304506000.0,3027141.3,4567257.7,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-08-01,304506000.0,n/d,n/d,n/d,3027141.3,4567257.7,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-09-01,n/d,n/d,n/d,289044000.0,2624713.06,6936942.46,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-10-01,289044000.0,n/d,n/d,282321063.44,2624713.06,6936942.46,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-11-01,282321063.44,n/d,n/d,274395026.88,2806610.41,7412567.57,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2024-12-01,274395026.88,n/d,n/d,267350127.55,2255359.65,7250839.02,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-01-01,267350127.55,n/d,n/d,260308933.35,2587783.4,6652725.24,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-02-01,260308933.35,n/d,n/d,253292882.94,2587783.39,6652725.23,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-03-01,253292882.94,n/d,n/d,245980767.32,1971059.44,7389626.48,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-04-01,245980767.32,n/d,n/d,237885086.66,2233669.6,7958336.68,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-05-01,237885086.66,n/d,n/d,230291774.07,2190311.42,7762085.04,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-06-01,230291774.07,n/d,n/d,222578936.56,2190311.42,7484626.67,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-07-01,222578936.56,n/d,n/d,215158655.84,1925334.96,7669252.65,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-08-01,215158655.84,n/d,n/d,208233487.81,2138935.42,6710142.48,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-09-01,208233487.81,n/d,n/d,203328131.07,1890899.1,4971700.1,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-10-01,203328131.07,n/d,n/d,195824832.17,1946733.99,5635636.21,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-11-01,195824832.17,n/d,n/d,189831329.42,1560297.67,7455913.7,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2025-12-01,189831329.42,n/d,n/d,182586236.81,1657288.31,7855040.84,Realizado,CVM_CRI_2025_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-01-01,182586236.81,n/d,n/d,174693752.39,1657288.31,7855040.84,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-02-01,174693752.39,n/d,n/d,168193777.0,1661517.1,6179415.24,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-03-01,168193777.0,n/d,n/d,161843721.0,1469013.83,8139160.69,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-04-01,161843721.0,n/d,n/d,153599344.0,1469013.83,8139160.69,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-05-01,153599344.0,n/d,n/d,146941328.0,1328078.79,6629295.0,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 1,Super Sênior,2026-06-01,146941328.0,n/d,n/d,n/d,1270511.02,7457053.95,Realizado,CVM_CRI_2026_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-02-01,n/d,n/d,n/d,90343264.65,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados. Saldo inicial da primeira competência permanece n/d; Total_Integralizado não foi usado como saldo corrente."
CRI_K1,Série 2,Sênior,2024-03-01,90343264.65,n/d,n/d,91207165.14,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado; controle total indisponível, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-04-01,91207165.14,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-05-01,n/d,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-06-01,n/d,n/d,n/d,n/d,0.0,0.0,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-07-01,n/d,n/d,n/d,95017500.0,5515722.59,6674909.23,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-08-01,95017500.0,n/d,n/d,n/d,5515722.59,6674909.23,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: n/d por conflito de unidade, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-09-01,n/d,n/d,n/d,80325000.0,802869.12,1926928.48,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: valor unitário × quantidade reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
CRI_K1,Série 2,Sênior,2024-10-01,80325000.0,n/d,n/d,78463494.74,802869.12,1926928.46,Realizado,CVM_CRI_2024_CLASSE,Documentado,"Saldo final: saldo agregado reconciliado, controlado por Valor_Atualizado_Emissao. Unidade sem reconciliação permanece n/d; pagamentos realizados ficam documentados."
